Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,PPI,Retina,Cpu_name,Cpu_clock_speed,HDD,SSD,Hybrid,Flash_storage,Gpu_brand,OS,predicted_price
Lenovo,Ultrabook,14.0,16,1.1,139860.0,0,1,210,0,Intel Core i7,2.7,0,1024,0,0,Intel,Windows,148708.92
Lenovo,Notebook,15.6,4,2.2,16303.68,0,0,100,0,other Intel processors,1.1,1024,0,0,0,Intel,Windows,17727.547
Asus,Gaming,17.3,16,2.9,81465.12,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,103652.02
Lenovo,Notebook,15.6,8,2.1,60978.96,0,1,141,0,Intel Core i5,1.6,1024,256,0,0,AMD,Windows,49757.504
Acer,Notebook,15.6,8,2.5,46833.12,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Linux/Android/Chrome OS/No OS,49288.945
MSI,Gaming,17.3,16,2.8,119826.72,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,101005.58
Asus,Ultrabook,14.0,8,1.1,99793.44,0,0,157,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,91820.72
Toshiba,Ultrabook,13.3,16,1.2,93080.16,0,0,166,0,Intel Core i7,2.5,0,512,0,0,Intel,Windows,101969.86
Dell,Ultrabook,14.0,8,1.4,89510.4,0,0,157,0,Intel Core i7,2.8,0,512,0,0,Intel,Windows,105928.38
Lenovo,Notebook,15.6,4,2.2,21791.52,0,0,141,0,Intel Core i3,2.0,500,0,0,0,Intel,Windows,24667.389
Lenovo,Notebook,11.6,2,1.2,16221.096,0,0,135,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,15175.746
Lenovo,Workstation,15.6,8,2.7,102564.0,0,0,141,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,103712.55
Lenovo,Ultrabook,14.0,8,1.7,103523.04,0,1,210,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,111641.37
HP,Notebook,15.6,4,2.1,24988.32,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,AMD,Windows,26893.074
Acer,2 in 1 Convertible,13.3,8,1.6,42038.4528,1,1,166,0,Intel Core i7,2.5,0,256,0,0,Intel,Windows,45764.99
Asus,2 in 1 Convertible,13.3,8,1.3,49443.84,1,1,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,58921.152
Dell,Notebook,15.6,4,2.3,31909.392,0,0,141,0,Intel Core i5,2.5,0,256,0,0,AMD,Linux/Android/Chrome OS/No OS,29291.629
Dell,Notebook,13.3,4,1.6,36709.92,0,0,118,0,Intel Core i3,2.0,0,128,0,0,Intel,Windows,38756.543
HP,Ultrabook,14.0,8,1.4,79920.0,0,0,157,0,Intel Core i7,2.5,0,256,0,0,Intel,Windows,92115.59
Dell,Notebook,15.6,8,2.1,28768.536,0,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,34069.09
Lenovo,Ultrabook,14.0,8,1.8,64755.44640000001,0,1,157,0,Intel Core i7,1.8,0,256,0,0,AMD,Windows,58010.87
Lenovo,2 in 1 Convertible,15.6,16,2.0,101178.72,1,1,282,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,113269.43
Chuwi,Notebook,12.3,6,1.4,23922.72,0,1,267,1,other Intel processors,1.1,0,0,0,64,Intel,Windows,23824.852
HP,Notebook,15.6,8,2.3,76030.56,0,0,141,0,Intel Core i7,2.9,0,256,0,0,Intel,Windows,68882.65
Asus,Notebook,15.6,8,2.3,31808.16,0,0,141,0,Intel Core i3,2.4,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,28879.475
Dell,Gaming,17.3,16,4.4,149130.72,0,1,170,0,Intel Core i7,2.9,1024,256,0,0,Nvidia,Windows,164276.45
Dell,Gaming,15.6,8,2.6,61751.52,0,1,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,63302.203
Dell,Notebook,15.6,8,2.0,60867.072,0,0,141,0,Intel Core i7,1.8,2048,256,0,0,AMD,Windows,55998.684
Dell,Ultrabook,14.0,8,1.6,58554.72,0,0,157,0,Intel Core i7,2.8,0,256,0,0,Intel,Linux/Android/Chrome OS/No OS,64548.887
HP,Gaming,17.3,12,3.4,106506.72,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,94646.555
Mediacom,2 in 1 Convertible,11.6,4,1.2,15930.72,1,1,190,0,other Intel processors,1.1,0,32,0,0,Intel,Windows,18734.506
Samsung,Netbook,11.6,4,1.2,14332.32,0,0,135,0,other Intel processors,1.6,0,0,0,16,Intel,Linux/Android/Chrome OS/No OS,16670.922
Lenovo,Notebook,13.3,8,1.4,53812.8,0,1,166,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,63472.863
Lenovo,Notebook,14.0,4,1.7,31914.72,0,1,157,0,Intel Core i3,2.7,0,128,0,0,Intel,Windows,33099.97
Lenovo,Workstation,15.6,16,2.3,130269.6,0,1,282,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,136856.97
Lenovo,Notebook,15.6,16,2.5,130482.72,0,0,141,0,Intel Core i7,2.9,0,512,0,0,Nvidia,Windows,113354.15
Asus,Gaming,17.3,8,3.2,90309.6,0,0,127,0,AMD Ryzen,3.2,1024,256,0,0,AMD,Windows,80776.805
HP,Notebook,15.6,4,2.1,18488.16,0,0,100,0,other Intel processors,1.6,500,0,0,0,Intel,Windows,19294.875
Google,Ultrabook,12.3,16,1.1,117162.72,1,0,235,0,Intel Core i7,1.3,0,512,0,0,Intel,Linux/Android/Chrome OS/No OS,100685.89
Lenovo,Ultrabook,14.0,24,1.3,126912.96,0,0,210,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,141231.84
Asus,Notebook,15.6,4,2.0,29783.52,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Linux/Android/Chrome OS/No OS,29372.666
Lenovo,Notebook,17.3,8,2.8,27652.32,0,0,106,0,other AMD processors,2.5,1024,0,0,0,AMD,Windows,28285.643
Dell,Notebook,15.6,4,2.2,39906.72,0,0,141,0,Intel Core i5,1.6,0,256,0,0,AMD,Windows,36585.15
Lenovo,Ultrabook,12.5,8,1.4,76137.12,0,1,176,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,75445.28
Lenovo,Notebook,15.6,4,2.2,18594.72,0,0,141,0,other Intel processors,1.1,0,128,0,0,Intel,Windows,19776.717
HP,Gaming,15.6,8,2.2,58554.72,0,1,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,64204.77
Dell,Notebook,14.0,8,1.6,62817.12,0,0,157,0,Intel Core i5,2.8,0,256,0,0,Nvidia,Windows,71976.53
Acer,Notebook,15.6,4,2.4,23539.104,0,0,100,0,Intel Core i5,2.5,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,24671.812
Dell,Workstation,15.6,8,2.2,106187.04,0,0,141,0,Intel Xeon,3.0,1024,0,0,64,Nvidia,Windows,96895.1
MSI,Gaming,15.6,8,2.2,54757.9872,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,56483.44
Microsoft,Ultrabook,13.5,16,1.2,137941.91999999998,1,0,201,0,Intel Core i7,2.5,0,512,0,0,Intel,Windows,116161.07
HP,Notebook,15.6,8,1.9,31381.92,0,0,100,0,Intel Core i5,2.5,0,128,0,0,Intel,Windows,37074.766
Dell,Workstation,15.6,16,2.2,105228.0,0,1,141,0,Intel Core i7,2.7,0,256,0,0,Nvidia,Windows,113315.13
HP,Workstation,15.6,8,2.3,81731.52,0,1,141,0,Intel Core i7,2.9,0,512,0,0,Intel,Windows,112561.625
Lenovo,Notebook,14.0,8,1.6,71661.59999999999,0,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,59837.21
Dell,Notebook,15.6,8,2.4,52161.12,0,0,141,0,Intel Core i7,1.8,1024,128,0,0,AMD,Windows,47764.926
Dell,2 in 1 Convertible,11.6,4,1.5,25521.12,1,0,135,0,other Intel processors,1.6,500,0,0,0,Intel,Windows,25830.697
Dell,Notebook,17.3,8,4.4,109010.88,0,1,127,0,Intel Core i7,2.7,1024,0,0,0,Nvidia,Windows,103868.34
Microsoft,Ultrabook,13.5,4,1.3,52693.92,1,0,201,0,Intel Core M,2.2,0,128,0,0,Intel,Windows,51863.17
Microsoft,Ultrabook,13.5,8,1.2,95850.72,1,0,201,0,Intel Core i7,2.5,0,256,0,0,Intel,Windows,89911.65
HP,Notebook,17.3,8,2.5,34093.872,0,0,106,0,Intel Core i3,2.0,0,256,0,0,Intel,Windows,35248.043
Acer,Notebook,15.6,4,2.2,28984.32,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,Nvidia,Windows,26851.275
Acer,Netbook,11.6,4,1.4,23176.8,0,0,135,0,other Intel processors,1.6,0,128,0,0,Intel,Windows,22453.574
Asus,Notebook,15.6,8,2.4,39906.72,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,37079.438
Lenovo,Notebook,14.0,8,1.5,42570.72,0,1,157,0,Intel Core i7,2.7,0,512,0,0,AMD,Linux/Android/Chrome OS/No OS,53932.715
Lenovo,Notebook,15.6,8,2.7,111355.2,0,0,141,0,Intel Core i7,2.9,0,256,0,0,Nvidia,Windows,88521.84
Asus,Notebook,15.6,4,2.0,16197.12,0,0,100,0,other Intel processors,1.1,500,0,0,0,Intel,Windows,18437.883
Acer,Notebook,15.6,4,2.2,24988.32,0,0,100,0,Intel Core i3,2.0,500,0,0,0,Nvidia,Windows,24644.086
Dell,Notebook,15.6,8,2.0,40439.52,0,0,141,0,Intel Core i5,1.6,2048,0,0,0,AMD,Windows,40934.68
HP,Gaming,17.3,12,3.8,90522.72,0,1,127,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,88118.72
Lenovo,Ultrabook,14.0,12,1.4,98994.24,0,1,210,0,Intel Core i7,2.6,0,256,0,0,Intel,Windows,109973.53
HP,2 in 1 Convertible,13.3,8,1.3,106506.72,1,1,331,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,106605.75
HP,Notebook,15.6,8,1.9,61485.12,0,0,141,0,Intel Core i5,2.5,500,0,0,0,AMD,Windows,43746.87
Google,Ultrabook,12.3,8,1.1,67932.0,1,0,235,0,Intel Core i5,1.2,0,128,0,0,Intel,Linux/Android/Chrome OS/No OS,71954.984
Dell,Ultrabook,13.3,8,1.4,98133.768,1,0,166,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,65218.77
Asus,Notebook,15.6,12,2.1,69210.72,0,1,282,0,Intel Core i7,2.6,1024,128,0,0,Intel,Windows,70124.31
Dell,Notebook,14.0,8,1.8,39427.2,0,0,112,0,Intel Core i3,2.3,0,128,0,0,Intel,Windows,39537.008
Dell,Workstation,15.6,8,1.8,128298.24,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,121016.586
Lenovo,Notebook,14.0,8,1.7,72673.92,0,0,157,0,Intel Core i5,2.5,0,180,0,0,Intel,Windows,59689.766
Dell,Notebook,15.6,8,2.2,35964.0,0,0,141,0,Intel Core i5,1.6,1024,0,0,0,AMD,Windows,36887.742
Toshiba,Notebook,13.3,8,1.0,89084.16,0,1,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,70458.95
Dell,Notebook,15.6,8,2.2,67239.36,0,1,141,0,Intel Core i7,1.8,0,512,0,0,Nvidia,Windows,66157.055
Dell,Notebook,15.6,4,2.2,31254.048,0,0,100,0,Intel Core i3,2.4,1024,0,0,0,Intel,Windows,28918.885
HP,Notebook,13.3,4,1.5,38681.28,0,1,166,0,Intel Core i5,1.6,0,128,0,0,Intel,Windows,38266.645
Chuwi,Notebook,15.6,4,1.9,13261.392000000002,0,0,141,0,other Intel processors,1.44,0,0,0,64,Intel,Windows,13928.798
Lenovo,Notebook,15.6,4,2.3,30103.2,0,0,100,0,Intel Core i3,2.0,0,128,0,0,Intel,Windows,25766.826
Lenovo,Notebook,14.0,8,1.8,55890.72,0,1,157,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,57772.86
Dell,Workstation,15.6,16,2.2,124568.64,0,1,141,0,Intel Core i7,2.7,0,512,0,0,Nvidia,Windows,115266.664
Dell,Notebook,15.6,16,2.1,101178.72,0,0,141,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,93842.86
Lenovo,Ultrabook,12.5,16,1.4,95797.44,0,1,176,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,101469.4
Asus,Ultrabook,12.5,16,0.9,103896.0,0,0,176,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,101027.06
Lenovo,Notebook,15.6,8,2.3,53918.82719999999,0,1,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,51236.71
Toshiba,Ultrabook,13.3,32,1.0,149130.72,1,0,166,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,130731.125
Asus,Gaming,15.6,8,2.0,71928.0,0,0,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,76838.51
Acer,Notebook,15.6,8,2.2,30849.12,0,0,100,0,other AMD processors,2.5,1024,0,0,0,AMD,Windows,23162.24
Asus,Gaming,17.3,24,4.3,67612.31999999999,1,1,127,0,Intel Core i7,2.6,1024,256,0,0,Nvidia,Windows,83728.35
Lenovo,Ultrabook,12.5,8,1.3,58554.72,0,1,125,0,Intel Core i5,2.3,0,180,0,0,Intel,Windows,66583.85
Lenovo,Notebook,15.6,8,2.2,47893.39199999999,0,0,141,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,48468.418
HP,Notebook,14.0,8,1.5,93186.72,0,0,157,0,Intel Core i7,2.8,0,1024,0,0,Intel,Windows,96650.99
Lenovo,Notebook,13.3,8,1.4,50562.72,0,1,166,0,Intel Core i3,2.4,0,256,0,0,Intel,Windows,47713.438
Lenovo,Notebook,15.6,8,2.3,48538.08,0,1,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,53475.355
Asus,Netbook,11.6,4,1.2,18115.2,0,0,135,0,other Intel processors,1.1,0,0,0,64,Intel,Windows,17780.068
HP,Notebook,15.6,8,1.9,32979.7872,0,0,100,0,Intel Core i5,2.5,0,256,0,0,AMD,Windows,36969.16
Lenovo,2 in 1 Convertible,13.9,8,1.4,85194.72,1,1,158,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,73717.35
Lenovo,Notebook,14.0,4,2.1,15930.72,0,0,112,0,other Intel processors,1.1,500,0,0,0,Intel,Windows,19575.094
Lenovo,Netbook,11.6,4,1.2,14119.2,0,0,135,0,other Intel processors,1.6,0,16,0,0,Intel,Linux/Android/Chrome OS/No OS,15599.126
Lenovo,Notebook,13.3,8,1.4,50562.72,0,0,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,59946.99
Asus,Notebook,15.6,8,2.0,65214.72,0,0,141,0,Intel Core i7,2.7,1024,256,0,0,Intel,Windows,54633.39
Acer,Notebook,15.6,4,2.2,32660.64,0,1,141,0,Intel Core i5,1.6,1024,0,0,0,Nvidia,Windows,34660.656
HP,Ultrabook,13.3,8,1.3,70489.44,0,1,166,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,76279.6
Lenovo,Gaming,15.6,8,2.4,61218.72,0,1,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Linux/Android/Chrome OS/No OS,59628.203
Dell,Ultrabook,13.3,8,1.3,47898.72,1,1,166,0,Intel Core i5,2.5,0,128,0,0,Intel,Windows,57929.77
Acer,Notebook,15.6,4,2.2,34045.92,0,0,141,0,Intel Core i7,2.7,500,0,0,0,Nvidia,Windows,37456.457
Dell,Notebook,15.6,8,2.2,44542.08,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,37239.652
Dell,Notebook,15.6,16,2.2,64961.10719999999,0,0,141,0,Intel Core i7,1.8,2048,256,0,0,AMD,Windows,63210.87
Xiaomi,Notebook,15.6,16,2.0,74589.336,0,1,141,0,Intel Core i7,1.8,0,256,0,0,Nvidia,Linux/Android/Chrome OS/No OS,69449.65
Asus,Netbook,11.6,2,1.1,13053.6,0,0,135,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,13038.331
HP,Notebook,15.6,4,2.0,27783.9216,1,0,100,0,Intel Core i5,1.6,1024,0,0,0,Intel,Windows,29382.84
Asus,Gaming,15.6,24,2.2,158135.04,0,0,141,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,119150.28
HP,Notebook,15.6,8,2.0,47365.92,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,53483.92
Asus,Gaming,17.3,16,3.0,80133.12,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,89199.96
Lenovo,Gaming,15.6,8,3.2,74538.72,0,1,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,79749.66
HP,Ultrabook,13.3,8,1.3,74538.72,0,1,166,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,66496.16
Dell,Notebook,14.0,8,1.6,68184.0144,0,0,157,0,Intel Core i5,2.6,0,256,0,0,Intel,Windows,67661.43
HP,Notebook,15.6,4,1.6,36709.92,0,0,100,0,Intel Core i3,2.0,0,128,0,0,Intel,Windows,27959.36
Dell,Notebook,17.3,8,2.8,47365.92,0,1,127,0,Intel Core i5,1.6,1024,128,0,0,AMD,Linux/Android/Chrome OS/No OS,51047.477
Lenovo,Notebook,14.0,8,2.0,71395.2,0,0,157,0,Intel Core i5,2.3,0,256,0,0,Intel,Windows,65866.96
Lenovo,Notebook,15.6,4,2.2,42570.72,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,Nvidia,Windows,38954.53
Lenovo,Notebook,15.6,8,2.2,24455.52,0,0,100,0,Intel Core i3,2.0,2048,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,23991.064
Dell,Notebook,15.6,4,2.3,31168.8,0,0,141,0,Intel Core i5,2.5,500,0,0,0,AMD,Windows,36062.973
Dell,Notebook,15.6,8,1.9,73366.56,0,0,141,0,Intel Core i5,2.8,0,256,0,0,Intel,Windows,65542.06
Dell,Gaming,17.3,16,4.4,160520.3856,0,1,127,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,145524.36
Toshiba,Notebook,15.6,8,2.0,45820.8,0,1,141,0,Intel Core i5,2.5,500,0,0,0,Intel,Windows,53821.832
Asus,Notebook,15.6,8,2.0,69210.72,0,1,282,0,Intel Core i7,2.7,1024,256,0,0,Nvidia,Windows,76607.29
Mediacom,Notebook,13.3,4,1.2,19660.32,0,1,166,0,other Intel processors,1.1,0,32,0,0,Intel,Windows,16085.564
Asus,Gaming,15.6,8,2.3,87858.72,0,1,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,66690.484
Dell,Notebook,15.6,8,1.9,72940.31999999999,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,75621.27
Dell,Notebook,15.6,8,2.2,42486.0048,0,0,141,0,Intel Core i5,1.6,0,256,0,0,AMD,Windows,43215.598
HP,Notebook,15.6,4,1.9,21258.1872,0,0,141,0,other Intel processors,1.6,0,256,0,0,Intel,Windows,20483.674
HP,Gaming,17.3,12,2.6,95850.72,0,0,127,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,76988.734
Lenovo,Notebook,14.0,8,1.9,45767.52,0,1,157,0,Intel Core i7,2.7,0,256,0,0,Nvidia,Windows,61071.703
Dell,Ultrabook,13.3,8,1.2,74538.72,1,0,276,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,82621.5
Dell,Notebook,14.0,4,1.6,39207.1536,0,0,157,0,Intel Core i3,2.0,0,128,0,0,Intel,Windows,33572.195
HP,Ultrabook,13.3,8,1.3,61005.6,0,1,276,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,63461.49
Acer,Gaming,15.6,8,2.4,42517.44,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,38322.227
Asus,Notebook,15.6,4,2.0,18594.72,0,0,100,0,other AMD processors,1.8,500,0,0,0,AMD,Windows,17381.697
HP,Notebook,15.6,4,2.1,37589.04,0,0,141,0,Intel Core i3,2.4,0,128,0,0,Intel,Windows,34632.67
Lenovo,Notebook,14.0,4,1.9,41824.8,0,0,157,0,Intel Core i5,2.5,500,0,0,0,Intel,Windows,43780.3
Lenovo,Notebook,15.6,4,2.2,24634.008,0,0,141,0,Intel Core i5,2.3,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,26875.357
HP,Notebook,15.6,4,1.9,21152.16,0,0,141,0,Intel Core i3,2.0,500,0,0,0,Intel,Windows,25136.955
Lenovo,Notebook,15.6,8,2.0,92121.12,0,1,141,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,78553.03
Lenovo,Notebook,15.6,4,2.2,26586.72,0,0,141,0,Intel Core i3,2.0,0,128,0,0,Intel,Windows,25771.594
Dell,Notebook,15.6,8,1.9,59513.2272,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,52251.3
Dell,Gaming,17.3,16,4.4,143802.72,0,1,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,151056.94
HP,Notebook,17.3,8,2.6,28992.312,0,0,106,0,Intel Core i3,2.0,1024,0,0,0,Intel,Windows,29913.996
HP,Notebook,17.3,8,2.6,68198.4,0,0,127,0,Intel Core i7,2.7,1024,0,0,0,Nvidia,Windows,56560.312
Asus,Notebook,15.6,4,2.0,11934.72,0,0,100,0,other Intel processors,1.1,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,15486.178
Mediacom,Notebook,13.3,4,1.4,13586.4,0,1,166,0,other Intel processors,1.44,0,0,0,32,Intel,Windows,13914.272
Lenovo,Notebook,17.3,6,2.8,50562.72,0,0,106,0,Intel Core i7,2.7,1024,128,0,0,Nvidia,Windows,47739.01
HP,Notebook,15.6,6,1.9,30310.992,0,1,141,0,other AMD processors,2.5,0,128,0,0,AMD,Windows,28900.248
Dell,Notebook,15.6,4,2.2,32921.712,0,0,100,0,Intel Core i3,2.0,1024,0,0,0,AMD,Windows,28058.379
Acer,2 in 1 Convertible,11.6,4,1.2,18594.72,1,1,190,0,other Intel processors,2.0,0,0,0,32,Intel,Windows,18083.38
Lenovo,Notebook,15.6,4,2.0,33566.4,0,0,141,0,Intel Core i3,2.7,0,128,0,0,Intel,Windows,30783.906
HP,Ultrabook,13.3,16,1.2,104695.2,1,1,276,0,Intel Core M,1.2,0,512,0,0,Intel,Windows,106683.26
Lenovo,Notebook,17.3,8,3.4,159786.72,0,1,127,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,122500.33
Asus,Notebook,15.6,8,2.5,44701.92,0,0,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,48884.863
Dell,Ultrabook,13.3,8,1.2,85194.72,1,1,331,0,Intel Core i5,1.6,0,128,0,0,Intel,Windows,83756.055
Dell,Notebook,15.6,4,1.9,51095.52,0,0,100,0,Intel Core i5,2.6,500,0,0,0,Intel,Windows,44609.316
Fujitsu,Notebook,15.6,8,2.2,39373.92,0,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,33636.258
Lenovo,Notebook,15.6,4,2.2,18328.32,0,0,141,0,other Intel processors,1.1,500,0,0,0,Intel,Windows,17862.668
Lenovo,Notebook,14.0,4,2.0,52747.2,0,0,112,0,Intel Core i5,2.5,500,0,0,0,Intel,Windows,44809.844
HP,Workstation,17.3,8,3.1,99153.5472,0,0,106,0,Intel Core i5,2.8,500,0,0,0,Nvidia,Windows,96996.62
HP,Notebook,14.0,8,1.9,20725.92,0,0,112,0,other Intel processors,1.6,2048,0,0,0,Intel,Windows,19809.94
HP,Notebook,15.6,6,2.0,34578.72,0,1,141,0,other AMD processors,3.0,0,256,0,0,AMD,Windows,33501.48
Lenovo,Notebook,15.6,8,2.3,44222.4,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,48450.53
Lenovo,Notebook,15.6,4,2.0,36496.8,0,0,141,0,Intel Core i5,1.6,500,0,0,0,Intel,Windows,35095.12
Mediacom,Notebook,14.0,4,1.4,13266.72,0,0,157,0,other Intel processors,1.44,0,32,0,0,Intel,Windows,13952.74
Toshiba,Ultrabook,14.0,16,1.2,99367.2,1,0,157,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,110968.38
Lenovo,Gaming,17.3,32,4.6,141884.63999999998,0,1,127,0,Intel Core i7,2.7,1024,256,0,0,Nvidia,Windows,132049.56
MSI,Gaming,17.3,16,4.1,145401.12,0,0,127,0,Intel Core i7,2.9,1024,512,0,0,Nvidia,Windows,155158.84
Dell,Notebook,15.6,8,2.2,39907.2528,0,0,141,0,Intel Core i7,2.7,0,256,0,0,AMD,Linux/Android/Chrome OS/No OS,40707.56
Mediacom,Notebook,14.0,4,1.4,20725.92,0,1,157,0,other Intel processors,1.1,0,32,0,0,Intel,Windows,16054.561
Dell,Notebook,15.6,8,1.9,53733.94559999999,0,0,100,0,Intel Core i5,2.6,500,0,0,0,Intel,Windows,48628.848
HP,Notebook,13.3,4,1.5,38308.32,0,0,166,0,Intel Core i3,2.4,0,128,0,0,Intel,Windows,41937.12
Dell,Notebook,15.6,16,1.9,81912.13919999999,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,93877.69
Dell,Netbook,11.6,4,1.3,15717.6,0,0,135,0,other Intel processors,1.6,0,0,0,16,Intel,Linux/Android/Chrome OS/No OS,19531.96
MSI,Gaming,17.3,16,4.5,125154.72,0,0,127,0,Intel Core i7,2.7,1024,128,0,0,Nvidia,Windows,129714.63
HP,Gaming,17.3,16,3.8,79813.44,0,1,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,99061.875
Lenovo,Ultrabook,14.0,12,1.4,89137.44,0,1,157,0,Intel Core i7,2.6,0,256,0,0,Intel,Windows,91052.4
Lenovo,Notebook,15.6,12,2.2,32447.52,1,0,100,0,Intel Core i7,1.8,1024,0,0,0,Intel,Windows,34335.84
Asus,Gaming,17.3,8,2.7,94305.6,0,1,127,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,69834.94
Asus,2 in 1 Convertible,15.6,8,2.2,39373.92,1,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,33068.76
Lenovo,Notebook,15.6,12,2.2,50562.72,0,0,141,0,other AMD processors,3.6,0,512,0,0,AMD,Windows,54496.53
Dell,2 in 1 Convertible,11.6,4,1.4,32127.84,1,0,135,0,Intel Core M,1.0,0,128,0,0,Intel,Windows,39517.406
Samsung,Notebook,15.6,16,2.5,90522.72,0,0,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,84237.414
Lenovo,Notebook,17.3,4,2.8,28185.12,0,0,127,0,Intel Core i3,2.0,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,25242.656
Lenovo,Notebook,15.6,8,2.3,24455.52,0,0,100,0,Intel Core i3,2.3,1024,0,0,0,Intel,Windows,28780.03
Lenovo,2 in 1 Convertible,13.3,8,1.4,107892.0,1,1,166,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,95878.01
Lenovo,Notebook,14.0,8,1.7,78534.72,0,1,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,60476.824
Dell,2 in 1 Convertible,12.5,8,1.3,88977.59999999999,1,0,176,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,86117.69
Dell,Workstation,15.6,8,2.1,93932.64,1,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,93471.93
HP,Notebook,15.6,8,1.8,64948.32,0,0,141,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,59779.484
